INSTNM,STABBR,REGION,C200_4,RET_FT4_POOLED,ADM_RATE_ALL,C150_4,UGDS,PCTFLOAN,TRANS_4_POOLED,CCUGPROF,CONTROL,CCSIZSET,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,MD_EARN_WNE_P10,PCT25_EARN_WNE_P10,PCT75_EARN_WNE_P10,SD_EARN_WNE_P10,AVGFACSAL,INC_PCT_LO,DEP_STAT_PCT_IND,PAR_ED_PCT_1STGEN
La James College of Hairstyling and Cosmetology,IA,4,NULL,NULL,NULL,NULL,52,0.7802,NULL,-2,3,-2,9396,8210,NULL,NULL,NULL,20800,10600,29300,13600,NULL,0.582278481,0.5063291139,PrivacySuppressed
La James International College-Ft Dodge,IA,4,NULL,NULL,NULL,NULL,40,0.7647,NULL,-2,3,-2,16175,13393,17415,19546,20296,18300,PrivacySuppressed,PrivacySuppressed,16400,NULL,0.7638888889,0.5833333333,0.3392857143
Loras College,IA,4,0.7049,0.7782,0.95090439276485,0.6816,1362,0.65,0,12,2,11,12712,15839,16824,17903,21814,44600,32900,62000,29200,6364,0.1595744681,0.0349544073,0.1727416799
Luther College,IA,4,0.7808,0.8338,0.65088619402985,0.8006,2008,0.6657,0,14,2,11,18467,19040,21807,25700,29322,47400,32600,64800,35900,7677,0.1152912621,0.0194174757,0.1284634761
Maharishi University of Management,IA,4,0.4146,0.725,0.88888888888888,0.6364,320,0.5697,0.0299,11,2,11,16166,NULL,15975,29081,NULL,21400,PrivacySuppressed,PrivacySuppressed,26500,2011,0.7126436782,0.6206896552,0.3376623377
Marshalltown Community College,IA,4,NULL,NULL,NULL,NULL,1019,0.2242,NULL,1,1,2,NULL,NULL,NULL,NULL,NULL,31500,18200,44400,21600,7435,0.4393741851,0.3794002608,0.4500792393
Mercy College of Health Sciences,IA,4,NULL,0.5556,0.95901639344262,0.3488,755,0.7108,0.0194,9,2,6,17612,16133,23013,23420,26778,47000,30600,60200,27200,5659,0.3570190641,0.5389948007,0.3460803059
Morningside College,IA,4,0.5508,0.6709,0.55181403432544,0.557,1270,0.7252,0,12,2,11,21543,21001,20800,23277,23005,43700,32300,56900,34600,6703,0.182038835,0.2038834951,0.2346153846
Mount Mercy University,IA,4,0.6533,0.7328,0.57240905971173,0.58,1502,0.7215,0,9,2,10,17918,17345,20574,21326,23788,45300,32300,61400,26400,6168,0.3011494253,0.3873563218,0.2881987578
Ashford University,CA,8,0.1446,0.2487,NULL,0.0765,31046,0.6547,0.2533,11,3,15,18519,19354,20724,20425,23057,41200,24100,62100,36300,6401,0.7280727754,0.9415426005,0.5429005315
North Iowa Area Community College,IA,4,NULL,NULL,NULL,NULL,1682,0.2997,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,33900,21800,48300,34900,6935,0.3810679612,0.2394822006,0.311790393
University of Northern Iowa,IA,4,0.69,0.8354,0.80833636694575,0.6753,9686,0.5567,0.1916,13,1,17,NULL,NULL,NULL,NULL,NULL,44600,32700,59600,33900,8481,0.2057050093,0.1038961039,0.2248966691
Northwestern College,IA,4,0.6707,0.7948,0.6809596733027,0.679,1014,0.6563,0.3082,12,2,11,20836,20569,21411,22682,26118,38400,25100,52500,24500,6509,0.1353065539,0.0803382664,0.1347826087
Northeast Iowa Community College,IA,4,NULL,NULL,NULL,NULL,2210,0.2473,NULL,1,1,3,NULL,NULL,NULL,NULL,NULL,33700,20600,48200,22700,5666,0.4436363636,0.3636363636,0.3688362919
Northwest Iowa Community College,IA,4,NULL,NULL,NULL,NULL,765,0.2576,NULL,1,1,2,NULL,NULL,NULL,NULL,NULL,43100,28500,61500,29300,5643,0.3227272727,0.3287878788,0.3539967374
Des Moines University-Osteopathic Medical Center,IA,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,18,NULL,NULL,NULL,NULL,NULL,152000,PrivacySuppressed,PrivacySuppressed,123300,7750,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Iowa School of Beauty-Ottumwa,IA,4,NULL,NULL,NULL,NULL,53,0.5345,NULL,-2,3,-2,10593,14060,NULL,16560,NULL,14500,PrivacySuppressed,PrivacySuppressed,11900,NULL,0.575,0.3,PrivacySuppressed
Palmer College of Chiropractic,IA,4,NULL,0.5,NULL,1,41,0.7692,0,11,2,11,NULL,13315,NULL,NULL,NULL,41200,21700,69900,51400,6139,0.5652173913,0.7101449275,PrivacySuppressed
PCI Academy-Ames,IA,4,NULL,NULL,NULL,NULL,95,0.701,NULL,-2,3,-2,12779,NULL,NULL,NULL,NULL,25900,12400,37300,17100,NULL,0.4084084084,0.3993993994,0.3333333333
Saint Ambrose University,IA,4,0.6389,0.7762,0.60805998125585,0.6325,2354,0.7334,0.3108,13,2,11,20434,20800,23676,24618,27499,47300,30600,66800,30300,7359,0.2365988909,0.1543438078,0.284457478
St Luke's College,IA,4,NULL,NULL,0.26666666666666,1,274,0.5423,0,5,2,6,NULL,NULL,14663,21978,24603,44400,29000,58100,22200,5610,0.4285714286,0.4962406015,0.3603603604
La James International College-Davenport,IA,4,NULL,NULL,NULL,NULL,80,0.7717,NULL,-2,3,-2,13181,12911,14695,17644,17644,20100,PrivacySuppressed,PrivacySuppressed,14400,NULL,0.7152317881,0.6622516556,0.453125
La James International College-Iowa City,IA,4,NULL,NULL,NULL,NULL,45,0.6203,NULL,-2,3,-2,16186,18148,17805,20123,18898,26900,12200,37000,19000,NULL,0.6626506024,0.6265060241,0.4647887324
Simpson College,IA,4,0.6769,0.7896,0.83855421686747,0.6828,1406,0.7246,0.0231,13,2,11,16785,18569,20958,23716,25293,47500,35000,63400,28500,6516,0.1693333333,0.1453333333,0.2335664336
Southeastern Community College,IA,4,NULL,NULL,NULL,NULL,1676,0.2507,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,28500,15300,43700,21900,6353,0.5156507414,0.4069192751,0.4366972477
Southwestern Community College,IA,4,NULL,NULL,NULL,NULL,879,0.3232,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,31700,19100,45400,21500,5096,0.4518987342,0.2658227848,0.3856942496
Capri College-Davenport,IA,4,NULL,NULL,NULL,NULL,128,0.629,NULL,-2,3,-2,8817,8243,10829,13325,13575,18800,10600,33100,16800,NULL,0.5406698565,0.4306220096,0.4263157895
Iowa School of Beauty-Sioux City,IA,4,NULL,NULL,NULL,NULL,43,0.5909,NULL,-2,3,-2,11718,8780,12471,16112,NULL,17100,PrivacySuppressed,PrivacySuppressed,13400,NULL,0.7179487179,0.641025641,PrivacySuppressed
E Q School of Hair Design,IA,4,NULL,NULL,NULL,NULL,48,0.6,NULL,-2,3,-2,10311,11181,13511,14561,NULL,15800,PrivacySuppressed,PrivacySuppressed,14300,NULL,0.71875,0.515625,PrivacySuppressed
Upper Iowa University,IA,4,0.4302,0.5952,0.55578619615983,0.4143,4058,0.6169,0.219,5,2,12,26384,21335,22352,27695,23814,42900,26700,58800,29600,5809,0.4664127424,0.7396121884,0.4507973551
Waldorf University,IA,4,0.331,0.5468,0.71854734111543,0.2909,2053,0.5301,0.1471,7,3,10,17757,18329,19945,20943,19650,37800,26100,50100,38700,4977,0.3631618195,0.6659209545,0.4625735913
Wartburg College,IA,4,0.6952,0.7931,0.76900046061722,0.6549,1493,0.6633,0,12,2,11,16999,19687,19352,24720,26724,45400,32900,63200,30000,6585,0.1426380368,0.0214723926,0.1735015773
Wartburg Theological Seminary,IA,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,18,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,7568,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
The Salon Professional Academy-Cedar Falls,IA,4,NULL,NULL,NULL,NULL,48,0.6136,NULL,-2,3,-2,9176,9953,12556,NULL,NULL,19100,PrivacySuppressed,PrivacySuppressed,13400,NULL,0.6222222222,0.7111111111,0.6
Western Iowa Tech Community College,IA,4,NULL,NULL,NULL,NULL,3110,0.4166,NULL,1,1,3,NULL,NULL,NULL,NULL,NULL,31500,18900,45700,22800,6012,0.4803705337,0.4142037936,0.4493506494
William Penn University,IA,4,0.2989,0.5224,0.53792025019546,0.3504,1184,0.8086,0.0348,11,2,11,18141,18418,21215,22299,22421,42100,26400,60500,34300,5605,0.3990929705,0.2426303855,0.3829516539
Allen County Community College,KS,4,NULL,NULL,NULL,NULL,2423,0.1564,NULL,1,1,2,NULL,NULL,NULL,NULL,NULL,32200,18400,46500,25800,5450,0.4817432273,0.3568904594,0.4712950601
Baker University,KS,4,0.6148,0.731,0.85714285714285,0.5678,1465,0.5404,0.0591,9,2,10,19233,18182,19505,24451,22640,51300,33900,73900,52800,6285,0.2625628141,0.3957286432,0.3628922237
Barton County Community College,KS,4,NULL,NULL,NULL,NULL,2180,0.0899,NULL,1,1,2,NULL,NULL,NULL,NULL,NULL,31300,18200,45500,28100,5110,0.464516129,0.5556451613,0.4631675875
Benedictine College,KS,4,0.6893,0.7982,0.97465145754119,0.6271,1826,0.5285,0.0093,14,2,11,19840,20061,22243,24890,26523,40100,25200,57300,32900,7015,0.1330798479,0.030418251,0.1496062992
Bethany College,KS,4,0.432,0.5291,0.66642120765832,0.4733,710,0.7024,0.3418,11,2,8,21785,21027,22624,25332,27248,40200,28300,55000,31200,4244,0.3674321503,0.0960334029,0.3325842697
Bethel College-North Newton,KS,4,0.6848,0.6174,0.55756207674943,0.4206,503,0.7326,0,13,2,8,21039,19748,25338,21748,22004,40800,29500,57700,29500,5376,0.3765060241,0.156626506,0.3440514469
Bryan University,KS,4,NULL,NULL,NULL,NULL,34,0.7033,NULL,4,3,1,19298,19255,25070,NULL,NULL,22100,12000,33900,19400,2931,0.8910891089,0.8811881188,0.612244898
Butler Community College,KS,4,NULL,NULL,NULL,NULL,7266,0.4262,NULL,2,1,4,NULL,NULL,NULL,NULL,NULL,32800,18800,48000,27300,6000,0.4929414487,0.4036102754,0.4160719006
Central Christian College of Kansas,KS,4,0.3776,0.5,0.39328537170263,0.2165,768,0.5972,0.1507,11,2,7,16416,14619,12016,12709,13052,31700,15000,48400,22800,3609,0.4894259819,0.6888217523,0.4761029412
Cloud County Community College,KS,4,NULL,NULL,NULL,NULL,1080,0.2198,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,30700,17700,44400,22300,4412,0.5005767013,0.4267589389,0.4028132992
Coffeyville Community College,KS,4,NULL,NULL,NULL,NULL,1044,0.2713,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,30400,17600,45000,48500,5306,0.5132837407,0.1902231668,0.4339393939
Colby Community College,KS,4,NULL,NULL,NULL,NULL,799,0.2689,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,32500,19900,48800,24300,3786,0.4583333333,0.3666666667,0.4032846715
Cowley County Community College,KS,4,NULL,NULL,NULL,NULL,2697,0.3899,NULL,2,1,3,NULL,NULL,NULL,NULL,NULL,32400,18800,49000,25000,4802,0.4638137193,0.3958464443,0.4041937816
Dodge City Community College,KS,4,NULL,NULL,NULL,NULL,1103,0.1142,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,34000,19100,47700,28400,5718,0.4981273408,0.2559300874,0.486196319
Donnelly College,KS,4,NULL,0.5347,NULL,0.0865,294,0.3188,0.2143,7,2,6,6302,6944,8008,12788,NULL,25400,13700,36600,21300,4747,0.6071428571,0.5133928571,0.60625
Emporia State University,KS,4,0.4182,0.7231,0.8275251033668,0.4452,3499,0.6326,0.33,13,1,12,NULL,NULL,NULL,NULL,NULL,37100,23700,50700,26400,6849,0.3055040198,0.1818181818,0.3396099529
Flint Hills Technical College,KS,4,NULL,NULL,NULL,NULL,397,0.2765,NULL,1,1,2,NULL,NULL,NULL,NULL,NULL,32700,19800,45400,21800,5765,0.4426666667,0.4533333333,0.4469453376
Fort Hays State University,KS,4,0.4653,0.7123,0.88622493461203,0.438,12174,0.3958,0.3098,5,1,12,NULL,NULL,NULL,NULL,NULL,38200,24700,54600,30000,6631,0.3551467163,0.5055891942,0.385026738
Barclay College,KS,4,0.44,0.6338,0.6697247706422,0.5263,224,0.8725,0.1765,9,2,7,20234,17312,22788,NULL,NULL,33900,PrivacySuppressed,PrivacySuppressed,25700,3927,0.4236111111,0.2916666667,0.4031007752
Friends University,KS,4,0.4416,0.685,0.48013620885357,0.3362,1110,0.7039,0,13,2,10,21447,25239,23339,23123,24568,41800,26000,61300,32400,6635,0.2823712949,0.3510140406,0.3576271186
Fort Scott Community College,KS,4,NULL,NULL,NULL,NULL,1137,0.2569,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,31800,16500,46500,28900,3970,0.5038674033,0.2685082873,0.400996264
Garden City Community College,KS,4,NULL,NULL,NULL,NULL,1516,0.3371,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,31500,17700,46300,44400,5907,0.4458598726,0.2038216561,0.4829545455
Haskell Indian Nations University,KS,4,NULL,NULL,0.8156862745098,0.4533,806,0,0.3754,11,1,8,NULL,NULL,NULL,NULL,NULL,24900,12200,37800,29200,6038,0.6306954436,0.2829736211,0.4005449591
Hays Academy of Hair Design,KS,4,NULL,NULL,NULL,NULL,56,0.7204,NULL,-2,3,-2,12235,14369,15545,17269,17683,16300,PrivacySuppressed,PrivacySuppressed,16200,NULL,0.5481927711,0.3614457831,0.4353741497
Hesston College,KS,4,NULL,0.931,NULL,0.5487,439,0.8259,0.1446,10,2,8,18596,16740,18555,19543,22351,41000,26800,54600,27800,5225,0.3012048193,0.2620481928,0.2491909385
Highland Community College,KS,4,NULL,NULL,NULL,NULL,1842,0.2676,NULL,1,1,2,NULL,NULL,NULL,NULL,NULL,31800,18100,49400,27200,5273,0.4834770115,0.3462643678,0.4496805112
Hutchinson Community College,KS,4,NULL,NULL,NULL,NULL,3739,0.1981,NULL,1,1,3,NULL,NULL,NULL,NULL,NULL,33800,18800,50300,25800,4754,0.4757673667,0.4236672052,0.4083793738
Independence Community College,KS,4,NULL,NULL,NULL,NULL,577,0.2242,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,27800,13900,41300,23000,5519,0.5497159091,0.2002840909,0.3847402597
Johnson County Community College,KS,4,NULL,NULL,NULL,NULL,11418,0.155,NULL,1,1,5,NULL,NULL,NULL,NULL,NULL,36600,22200,53200,30500,7849,0.4898670734,0.4275441273,0.3694111898
Concorde Career College-Kansas City,MO,4,NULL,0.25,0.84522003034901,0.6416,516,0.7039,0,10,3,6,24007,23791,23818,27450,NULL,26300,14500,37500,17500,4921,0.7006767309,0.6689224362,0.5297580118
Kansas City Kansas Community College,KS,4,NULL,NULL,NULL,NULL,4088,0.1666,NULL,1,1,3,NULL,NULL,NULL,NULL,NULL,31200,17400,48200,23100,6788,0.623366641,0.5388162952,0.5103814582
Kansas Christian College,KS,4,0,0.3333,NULL,0,135,0.6667,0.3334,11,2,8,12380,14722,12631,NULL,NULL,NULL,NULL,NULL,NULL,1861,0.6779661017,0.5338983051,0.4693877551
University of Kansas,KS,4,0.6369,0.8193,0.93382858715091,0.6308,18903,0.4387,0.2924,15,1,16,NULL,NULL,NULL,NULL,NULL,48800,32100,71000,55100,9976,0.2626262626,0.1495255586,0.2222402072
Newman University,KS,4,0.4655,0.7714,0.63837638376383,0.5235,1103,0.2347,0,13,2,10,10162,12489,12037,14704,18221,44000,30400,59100,36100,5845,0.3747747748,0.3945945946,0.394
Old Town Barber College-Wichita,KS,4,NULL,NULL,NULL,NULL,52,0.8,NULL,-2,3,-2,14998,15789,17421,NULL,NULL,18200,PrivacySuppressed,PrivacySuppressed,20700,NULL,0.7631578947,0.6578947368,0.6140350877
Kansas State University,KS,4,0.6457,0.847,0.94117647058823,0.6266,18171,0.4673,0.2482,11,1,16,NULL,NULL,NULL,NULL,NULL,45600,31200,66400,37100,9055,0.2255403399,0.1399109058,0.2247913769
Kansas Wesleyan University,KS,4,0.4222,0.5674,0.53646477132262,0.3212,671,0.811,0.5312,13,2,8,23266,25279,26824,26232,27383,40300,27400,54800,29100,5795,0.315581854,0.1104536489,0.3304904051
Washburn Institute of Technology,KS,4,NULL,NULL,0.50071530758226,NULL,1377,0.2045,NULL,-2,1,-2,NULL,NULL,NULL,NULL,NULL,40300,26000,55800,29700,NULL,0.4303473492,0.3813528336,0.3781033781
Labette Community College,KS,4,NULL,NULL,NULL,NULL,1566,0.1209,NULL,1,1,2,NULL,NULL,NULL,NULL,NULL,33800,18100,48400,24000,4236,0.5101404056,0.4118564743,0.4315789474
Manhattan Area Technical College,KS,4,NULL,NULL,NULL,NULL,480,0.2836,NULL,1,1,2,NULL,NULL,NULL,NULL,NULL,39400,25300,57400,26800,5246,0.4361445783,0.5325301205,0.3651226158
Manhattan Christian College,KS,4,0.451,0.3954,0.64321608040201,0.4167,282,0.5951,0,10,2,8,17812,18103,21203,22447,22712,35500,19900,49000,29500,5168,0.3161290323,0.1032258065,0.2689655172
McPherson College,KS,4,0.5333,0.6701,0.48467966573816,0.3561,688,0.3698,0,13,2,8,18383,21194,20647,23466,24483,39300,24500,56000,29700,5982,0.2909090909,0.0863636364,0.3056234719
MidAmerica Nazarene University,KS,4,0.5533,0.6565,0.65621734587251,0.5146,1215,0.6455,0,11,2,11,19858,16894,17089,20358,26246,42900,25900,65600,34600,6578,0.3097762073,0.4593639576,0.322496749
Neosho County Community College,KS,4,NULL,NULL,NULL,NULL,1174,0.2052,NULL,1,1,2,NULL,NULL,NULL,NULL,NULL,35100,18700,50900,23600,4868,0.4790486976,0.4212910532,0.4289372599
North Central Kansas Technical College,KS,4,NULL,NULL,NULL,NULL,572,0.468,NULL,3,1,2,NULL,NULL,NULL,NULL,NULL,39600,25800,53400,23400,4531,0.4252873563,0.3234811166,0.3518850987
Northwest Kansas Technical College,KS,4,NULL,NULL,NULL,NULL,395,0.3193,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,36500,20200,53700,27100,5401,0.4407713499,0.1763085399,0.403125
Ottawa University-Ottawa,KS,4,0.4933,0.5625,0.8045045045045,0.4578,670,0.8818,0.1957,11,2,8,18561,20974,22945,25940,25477,41500,27600,59700,39600,6139,0.3986928105,0.6496732026,0.4008683068
Ottawa University-Kansas City,KS,4,NULL,NULL,0.8045045045045,NULL,334,0.5646,NULL,7,2,6,NULL,NULL,NULL,NULL,NULL,41500,27600,59700,39600,3617,0.3986928105,0.6496732026,0.4008683068
Pittsburg State University,KS,4,0.4931,0.7401,0.87208366854384,0.4721,5340,0.4461,0,13,1,13,NULL,NULL,NULL,NULL,NULL,39400,26000,56300,30100,7155,0.3151030711,0.1830037863,0.3232231779
Pratt Community College,KS,4,NULL,NULL,NULL,NULL,651,0.2838,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,35900,18700,54200,31000,5276,0.387345679,0.2947530864,0.4220665499
University of Saint Mary,KS,4,0.4264,0.677,0.49150849150849,0.4369,744,0.6703,0.173,13,2,10,12694,18435,19031,18054,15602,38500,25900,51900,26700,6155,0.2831683168,0.2732673267,0.3571428571
Salina Area Technical College,KS,4,NULL,NULL,NULL,NULL,243,0.1907,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,32000,21000,46100,22300,5326,0.5341880342,0.4444444444,0.4901960784
Seward County Community College,KS,4,NULL,NULL,NULL,NULL,1528,0.1354,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,32800,17900,48600,28800,4978,0.4369449378,0.3392539964,0.5652173913
Southwestern College,KS,4,0.4454,0.6125,0.96875,0.4063,1096,0.4608,0,5,2,7,22684,19018,21087,23713,24254,46400,28200,69800,40100,5624,0.3462643678,0.5790229885,0.3984251969
Sterling College,KS,4,0.4286,0.5783,0.52472996020466,0.3897,612,0.6578,0.3579,10,2,8,17344,16546,20103,22027,22103,35700,22300,50700,31000,4415,0.3066666667,0.0826666667,0.340974212
Tabor College,KS,4,0.4143,0.5944,0.53180661577608,0.3841,632,0.7851,0,11,2,8,21077,21568,22208,24149,25720,40800,24600,57000,30300,4761,0.3164251208,0.2463768116,0.3139841689
Washburn University,KS,4,0.3949,0.7229,0.50071530758226,0.3887,4926,0.4663,0.3527,7,1,12,NULL,NULL,NULL,NULL,NULL,40300,26000,55800,29700,7395,0.4303473492,0.3813528336,0.3781033781
Wichita State University-Campus of Applied Sciences and Technology,KS,4,NULL,NULL,NULL,NULL,2388,0.2817,NULL,1,1,3,NULL,NULL,NULL,NULL,NULL,32900,17500,47400,22000,4648,0.5830527497,0.6655443322,0.4365548981
Wichita State University,KS,4,0.4874,0.7246,0.93801426220515,0.4757,10970,0.4952,0.2968,9,1,15,NULL,NULL,NULL,NULL,NULL,40400,25100,58500,32800,7651,0.3687275986,0.3322132616,0.3633893281
Wichita Technical Institute,KS,4,NULL,NULL,NULL,NULL,938,0.8597,NULL,4,3,2,19583,20418,21068,23052,24021,33200,15200,49600,26400,4097,0.8063763608,0.8514774495,0.6259541985
Alice Lloyd College,KY,5,0.2765,0.8339,0.25665297374531,0.5549,598,0.6496,0.1836,10,2,8,12091,12842,14786,14965,NULL,31700,20100,44300,56100,4832,0.4216524217,0.1054131054,0.4678899083
Asbury University,KY,5,0.6349,0.8309,0.70316742081447,0.6883,1610,0.5963,0.1079,13,2,11,22592,23236,28593,30276,33710,34900,22200,51100,33300,6476,0.2863070539,0.2849239281,0.2362318841
Asbury Theological Seminary,KY,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,18,NULL,NULL,NULL,NULL,NULL,44400,27300,66400,32000,8244,0.7432432432,PrivacySuppressed,PrivacySuppressed
Ashland Community and Technical College,KY,5,NULL,NULL,NULL,NULL,2047,0.3867,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,25600,12600,43100,26500,5836,0.6235697941,0.5509153318,0.5445094217
Barrett and Company School of Hair Design,KY,5,NULL,NULL,NULL,NULL,70,0.5882,NULL,-2,3,-2,10835,10416,12625,14637,14637,16300,PrivacySuppressed,PrivacySuppressed,11100,NULL,0.7333333333,0.6111111111,0.5753424658
Bellarmine University,KY,5,0.6767,0.7614,0.89248067463106,0.6454,2474,0.6109,0.1447,14,2,13,22554,20080,24684,26783,25884,45700,30700,65800,31600,8062,0.2584921292,0.1292460646,0.2726480836
Berea College,KY,5,0.6547,0.82,0.35087719298245,0.6595,1610,0.1622,0.0969,14,2,11,452,2197,2596,9201,NULL,33700,19500,46700,24300,7977,0.598816568,0.1112426036,0.4057771664
PJ's College of Cosmetology-Bowling Green,KY,5,NULL,NULL,NULL,NULL,266,0.531,NULL,-2,3,-2,NULL,12767,NULL,NULL,NULL,18000,9200,26100,12600,NULL,0.7219512195,0.7,0.5619335347
Southcentral Kentucky Community and Technical College,KY,5,NULL,NULL,NULL,NULL,3099,0.2585,NULL,2,1,3,NULL,NULL,NULL,NULL,NULL,30300,16700,45600,21800,5109,0.5679074447,0.4602615694,0.5151691949
Brescia University,KY,5,0.2913,0.631,0.42400192400192,0.3867,911,0.8068,0.2471,9,2,7,13031,10380,11351,15869,16432,40100,28600,56400,40200,5344,0.4288164666,0.5574614065,0.4521072797
Campbellsville University,KY,5,0.3753,0.6387,0.68592057761732,0.3366,2365,0.4261,0,11,2,13,16869,18867,20678,21548,21601,33700,20300,44800,22500,5211,0.4475138122,0.364640884,0.4664842681
Bluegrass Community and Technical College,KY,5,NULL,NULL,NULL,NULL,8017,0.2773,NULL,2,1,4,NULL,NULL,NULL,NULL,NULL,28000,13800,41300,20000,5845,0.5666856384,0.4494403339,0.445931362
Centre College,KY,5,0.8675,0.9212,0.76324368378158,0.8235,1441,0.4552,0,14,2,11,14203,15152,20129,22910,29393,45500,32300,65700,41000,8265,0.1893203883,PrivacySuppressed,0.2025641026
Clear Creek Baptist Bible College,KY,5,0.25,0.6667,NULL,0.5,127,0,0.0333,5,2,6,8998,7544,10507,NULL,NULL,26300,PrivacySuppressed,PrivacySuppressed,18300,4598,0.5,0.671875,PrivacySuppressed
Paul Mitchell the School-Lexington,KY,5,NULL,NULL,NULL,NULL,222,0.5457,NULL,-2,3,-2,15873,17690,18659,19809,20542,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6335877863,0.4465648855,0.4230769231
Galen College of Nursing-Louisville,KY,5,NULL,0.5652,NULL,0.5622,1703,0.8628,0.0954,5,3,9,23167,24219,26758,26732,NULL,42000,26000,58200,27800,5134,0.4454425942,0.7863716039,0.4930104843
University of the Cumberlands,KY,5,0.3731,0.6401,0.74358974358974,0.4085,2085,0.4025,0,13,2,14,18074,16016,20295,22069,22302,35100,21300,49000,26400,5136,0.4013761468,0.3685015291,0.3976608187
Eastern Kentucky University,KY,5,0.4805,0.7374,0.8737346250136,0.4383,12750,0.5391,0,13,1,16,NULL,NULL,NULL,NULL,NULL,36100,22700,51700,25800,7140,0.4042487685,0.252770936,0.3995334888
Elizabethtown Community and Technical College,KY,5,NULL,NULL,NULL,NULL,4386,0.1797,NULL,1,1,3,NULL,NULL,NULL,NULL,NULL,29000,15100,43100,21500,5834,0.5818950335,0.4776329694,0.4796453043
Frontier Nursing University,KY,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7355,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Georgetown College,KY,5,0.6481,0.6667,0.67333867093674,0.5339,1029,0.7018,0.1957,12,2,11,15994,17067,17826,20729,28740,43000,30000,63900,38900,6065,0.2948490231,0.0426287744,0.3308550186
PJ's College of Cosmetology-Glasgow,KY,5,NULL,NULL,NULL,NULL,52,0.5152,NULL,-2,3,-2,7629,NULL,8613,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.7826086957,0.652173913,0.6428571429
Hazard Community and Technical College,KY,5,NULL,NULL,NULL,NULL,1683,0.1934,NULL,1,1,2,NULL,NULL,NULL,NULL,NULL,23800,12000,40600,22100,6128,0.7380952381,0.469047619,0.607879925
